id,city,city_aka,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,channel
1496,Aspen,[],CO,United States,USA,North America,39.1911128,-106.82356,0.0,48759,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[nGNE8uVtZfc],[[0]],[[12]],[[1675]],[0],[14022022],[UChv3DmLA2hH-d93bGgqjMLg]
1497,Frisco,[],CO,United States,USA,North America,39.5744299,-106.0975196,0.0,2913,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[wqYfX784HNw,Nk90eHJZQ1s]","[[0],[0]]","[[7],[6]]","[[1139],[1259]]","[0,0]","[25012022,9072025]","[UChv3DmLA2hH-d93bGgqjMLg,UCPDdorKbAsdIYCUwsbg58mw]"
1499,Detroit,[],MI,United States,USA,North America,42.3315509,-83.0466403,0.0,677116,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[JpqE4eteW84,y3Cf0caAAts,G2pVYPe-nG8,PaCcKR_3bMI,6TeI401LU28,FXaocdQON0M]","[[0],[0],[0],[0],[0],[0]]","[[69],[40],[5],[11],[9],[0]]","[[3550],[1612],[602],[3030],[734],[2880]]","[0,0,0,0,0,0]","[26092023,10062021,12092020,8042024,26052023,28082020]","[UCskApmIabNdfIPVzlYysdKA,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1500,Cleveland,[],OH,United States,USA,North America,41.4996574,-81.6936772,0.0,388072,329484123,12.7,0.0,170.0,38.5,41.4,10.0,"[xW5S8RhvLtM,2zQdWb8zfxo,zgzdngDFEO0,LNitgxI71m0]","[[0],[0],[0],[0,0]]","[[84],[40],[6],[151,591]]","[[6349],[2861],[2916],[569,820]]","[0,0,0,0]","[5112021,16102024,4032024,6082019]","[UChcPPozD-LOPyLt3La41yCA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1502,Niagara Falls,[],ON,Canada,CAN,North America,43.1065603,-79.0639039,0.0,82000,38005238,5.3,0.0,172.0,42.4,33.3,0.0,"[EhDQINkiJsY,IkKH5SWEZxY]","[[0],[0]]","[[30],[30]]","[[2930],[2250]]","[0,0]","[20122024,30112024]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA]"
1504,Indianapolis,[],IN,United States,USA,North America,39.7683331,-86.1583502,0.0,887642,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[uJrwoMKlKDI,F9yxjAXYODc,Specir_tC-M,KE4Kjgb4Ldg,2zvrnC-dBYI]","[[0],[0],[0],[0],[0]]","[[66],[12],[34],[54],[0]]","[[3838],[4285],[1834],[2773],[1562]]","[0,0,0,0,0]","[2102024,25052024,14012023,7012023,25112019]","[UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1511,Como,[],,Italy,ITA,Europe,45.811333,9.082602,0.0,84808,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[xKYUQPwjTpM],[[0]],[[3855]],[[4568]],[0],[23032025],[UC8wo4j__HgMqVbTkFjnSVuA]
1543,Liverpool,[],,United Kingdom,GBR,Europe,53.4071991,-2.99168,0.0,864122,67215293,3.2,0.0,171.0,40.6,35.1,25.0,"[7vC-fFoVaWU,NN0Kcce0dtc]","[[0],[0]]","[[30],[6]]","[[1138],[924]]","[1,1]","[11072024,15122023]","[UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA]"
1556,Basel,[],BS,Switzerland,CHE,Europe,47.5581077,7.5878261,0.0,164488,8654622,2.2,0.0,172.0,44.0,33.1,44.44,[x5jjwgZjOtc],[[0]],[[38]],[[1982]],[0],[5102024],[UC62XLEy4ZRTL2q8YzOJBDow]
1560,Atlantic City,[],NJ,United States,USA,North America,39.3642852,-74.4229351,0.0,38464,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[Sr0TweOtycw,Gc0VuaOIbIc,u4I6dEkF9kY,5Fu-ZMDabOc,bQgN3qBmHCU,kQRhJld6L1s,u1gJ_Wm-cTQ]","[[0],[0],[1],[0],[0,0],[0],[0]]","[[30],[66],[30],[17],[19,874],[47],[54]]","[[3566],[3646],[934],[2208],[773,2412],[1962],[2055]]","[0,0,0,0,0,0,0]","[9042022,5072021,4122023,18022023,4022023,10112021,22072021]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChv3DmLA2hH-d93bGgqjMLg,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UCXy1HN-j8b6B08GwSBq-mpQ,UCXy1HN-j8b6B08GwSBq-mpQ]"
1561,Breckenridge,[],CO,United States,USA,North America,39.4829124,-106.0465486,0.0,358,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[K2-BFehpWAo],[[0]],[[7]],[[1148]],[0],[14012022],[UChv3DmLA2hH-d93bGgqjMLg]
1563,Marathon,[],FL,United States,USA,North America,24.7137524,-81.0903512,0.0,39094,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[OFR1k0h99x8],[[0]],[[0]],[[1722]],[0],[30092025],[UCJGq94Rm93EDe1OZ1SF5ExA]
1570,Gatlinburg,[],TN,United States,USA,North America,35.714259,-83.5101638,0.0,3701,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[kqyrcmwfIWI],[[0]],[[5]],[[1042]],[0],[9022021],[UChv3DmLA2hH-d93bGgqjMLg]
1571,Cherokee,[],NC,United States,USA,North America,35.4790635,-83.3159808,0.0,25469,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[xDfm3YT0qS8],[[0]],[[8]],[[1283]],[0],[8062021],[UChv3DmLA2hH-d93bGgqjMLg]
1573,Biloxi,[],MS,United States,USA,North America,30.4007626,-88.8893818,0.0,45637,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[sA9p3dsPpIw],[[0]],[[79]],[[965]],[0],[5122022],[UChv3DmLA2hH-d93bGgqjMLg]
1575,New Orleans,[],LA,United States,USA,North America,29.9759983,-90.0782127,0.0,389617,0,12.7,0.0,170.0,38.5,0.0,23.08,"[zCO4vdAF0MA,FzOWQUPIbS4,NUtj48pPPtw,C1OTu6TafCo,2zrHC0WzhBU,jGhnTfiG_RE]","[[0],[0],[0],[0],[0],[0]]","[[30],[30],[30],[10],[10],[78]]","[[3229],[2719],[2686],[608],[1023],[2644]]","[0,0,0,0,0,0]","[1052022,29042022,26042022,21022023,24082021,6102024]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UCNUsndmoH9CCloc4Y7ACLKA]"
1580,Hartford,[],CT,United States,USA,North America,41.764582,-72.6908547,0.0,121054,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[I-rq9oZIcCI,54TBEDPz2Zs]","[[0],[0]]","[[12],[34]]","[[1794],[2251]]","[0,0]","[12062024,9092022]","[UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1581,Richmond,[],VA,United States,USA,North America,37.5385087,-77.43428,0.0,109708,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[69dsMqW-J5k,NXOwwE0lT3A,bEa-kRFzNDY,9RHGMFH39AU,SopwP8K-J8g,dZjJ7F1fHTs,vU7yznDgOgI,xBUbheq6F_E,7XMmyBD3zKM,0cQI0CaliQA]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[30],[30],[30],[30],[0],[14],[0],[0],[0],[0]]","[[2683],[2428],[2000],[1928],[1187],[2045],[2983],[3658],[3156],[3298]]","[0,0,0,0,0,0,0,0,0,0]","[16082025,9082025,5072025,1072025,2062019,20022025,20102025,17072025,7072025,10042021]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCCthQjGTYvwFGlDlsOsioyQ,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1582,Stamford,[],CT,United States,USA,North America,41.0534302,-73.5387341,0.0,128874,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[Pvcg_sYZ7Qg,QfM-Yin_pVI,9VEh_dMLuKM]","[[0],[0],[0]]","[[15],[33],[45]]","[[3094],[1770],[1407]]","[0,0,0]","[12032022,13092022,22022021]","[UChcPPozD-LOPyLt3La41yCA,UCo9yDMRPdiVnJGjCwOOj5GQ,UCXy1HN-j8b6B08GwSBq-mpQ]"
1585,Newark,[],NJ,United States,USA,North America,40.735657,-74.1723667,0.0,33817,329484123,12.7,0.0,170.0,38.5,41.4,30.0,"[VQzeda8bPGc,pjeh0PZ-2b0,_xaXM3qiyuM,glKIG5-80tc]","[[0],[0],[0],[0]]","[[60],[45],[48],[8]]","[[5009],[1977],[2965],[2760]]","[0,0,0,0]","[13082021,8072025,25072024,22072023]","[UChcPPozD-LOPyLt3La41yCA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA]"
1586,Jersey City,[],NJ,United States,USA,North America,40.7215682,-74.047455,0.0,264290,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[AbpP--PG4p0,PEJf7Qx-Hqw,aaToC_t01z0,wKbLiZYUk-c,RhGkXPWP7nk,FYexbBXnXuw,vVspb2PFN9g,5N07vpIE6_E,MEpQrmOAy3o,JVLJX9Cqsbs,3wMWfCZFOOk,ZdgJpdhG7Mk,P-9_nSNEvI8,c9r5G9tsUuo,xrjolYHQ5ZM,y5EIiQrzwnU,6mihaPxQh0k,Vcejm4y-c1o,0ZZOsGOcxPY,-oHyA8IuuzU,gIiUVounhcE,nZnwdfcPjWk,x1Yv59afj30,YBTtsQmsRV0,atqeo5C0e1I,vgP_sgtDuGg,AZL6ajyBAtw,_bVeVgXxmNo]","[[0],[0,1],[0],[0],[0,0],[0],[0,1],[1],[0,1],[1],[1],[0],[0],[1],[0],[0,0],[0],[0],[0],[0],[0],[0],[0,0],[0],[1],[0],[0],[0]]","[[30],[450,866],[5386],[699],[2416,2741],[465],[814,865],[0],[3776,6369],[778],[0],[63],[61],[0],[0],[6,1223],[17],[115],[0],[0],[0],[808],[0,333],[714],[0],[69],[459],[82]]","[[1866],[864,1486],[5854],[987],[2728,6760],[1214],[864,1486],[613],[6368,9271],[1536],[615],[2783],[3019],[1370],[2457],[873,1823],[463],[2440],[515],[854],[855],[5262],[171,731],[1541],[556],[1176],[1407],[1117]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[9112022,8052024,6092022,4032023,10122025,8122025,2062024,7052024,20052024,14052025,12052024,29062025,15092024,2042024,14042023,25112022,11112022,5112022,8062022,19042022,17052022,28062023,26092021,19092021,9122023,23042021,13042021,7042021]","[UChcPPozD-LOPyLt3La41yCA,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UC7OYXvm_N7dabpziZZ55fxw,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UCrHDBkwn-NDCy86EhPUzxMQ,UCrHDBkwn-NDCy86EhPUzxMQ,UCrHDBkwn-NDCy86EhPUzxMQ,UCrHDBkwn-NDCy86EhPUzxMQ,UCrHDBkwn-NDCy86EhPUzxMQ,UCrHDBkwn-NDCy86EhPUzxMQ,UCrHDBkwn-NDCy86EhPUzxMQ,UCXy1HN-j8b6B08GwSBq-mpQ,UCXy1HN-j8b6B08GwSBq-mpQ,UCXy1HN-j8b6B08GwSBq-mpQ]"
1587,Key West,[],FL,United States,USA,North America,24.5548262,-81.8020722,0.0,70000,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[HhhNpsX4yYw,wHfgth1t1OI]","[[0],[0]]","[[56],[0]]","[[2014],[528]]","[0,0]","[16072021,6122017]","[UChcPPozD-LOPyLt3La41yCA,UCJGq94Rm93EDe1OZ1SF5ExA]"
1589,New Haven,[],CT,United States,USA,North America,41.3082138,-72.9250518,0.0,130322,329484123,12.7,0.0,170.0,38.5,41.4,25.0,"[VGxKI9IhZKc,9JnMr8RG1o8]","[[0],[0]]","[[15],[31]]","[[4335],[2099]]","[0,0]","[26032022,25082022]","[UChcPPozD-LOPyLt3La41yCA,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1590,Eugene,[],OR,United States,USA,North America,44.0505054,-123.0950506,0.0,163460,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[-H4-gqPRNH4,wIT04niVhPY,sXbheg7pQPY]","[[1],[0],[0]]","[[82],[43],[6]]","[[907],[2774],[1625]]","[0,0,0]","[8092022,29072021,28082020]","[UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg]"
1591,Tacoma,[],WA,United States,USA,North America,47.2455013,-122.438329,0.0,207948,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[_Fiupzg8Zd8,vmB35B00Ll0,pPnf5PIiT64,U6MSLfykCdY]","[[0],[0],[0],[0]]","[[97],[5],[0],[0]]","[[2150],[2056],[1306],[3484]]","[0,0,0,0]","[9062024,28042021,22092023,16092023]","[UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UCCthQjGTYvwFGlDlsOsioyQ,UCCthQjGTYvwFGlDlsOsioyQ]"
1592,Salem,[],OR,United States,USA,North America,44.9391565,-123.033121,0.0,164549,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[Pen9ZLcdhtQ,JS9qDAiV134,flkjXiMhcHY,wH7u_nKueYw]","[[0],[0],[0],[0,1]]","[[70],[5],[6],[23,862]]","[[2403],[1600],[3295],[861,2370]]","[0,0,0,0]","[26052024,1092020,29082020,9082020]","[UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg]"
1596,Montgomery,[],AL,United States,USA,North America,32.37742,-86.3091683,0.0,200603,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[9WxkRJgH4Uo],[[0]],[[48]],[[3071]],[0],[20122025],[UCsYwtnYBrMDituD9n8vyKJQ]
1597,Chattanooga,[],TN,United States,USA,North America,35.0457219,-85.3094883,0.0,181099,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[nd1fMagkqVk],[[0]],[[38]],[[1757]],[0],[22012026],[UCsYwtnYBrMDituD9n8vyKJQ]
1598,Birmingham,[],AL,United States,USA,North America,33.5206824,-86.8024326,0.0,212461,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[pg_JqxR-Mnc,0C3Q-XB8v4c,BfiULe1jmCs,pdHILf_0vg8,DBdIj4To16Q]","[[0],[0],[0],[0],[0]]","[[30],[65],[16],[12],[42]]","[[2116],[2822],[2885],[2123],[2814]]","[0,0,1,1,0]","[24052022,14012025,28042024,9082023,12122025]","[UChcPPozD-LOPyLt3La41yCA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCsYwtnYBrMDituD9n8vyKJQ]"
1599,Columbia,[],SC,United States,USA,North America,34.000754,-81.0352313,0.0,689545,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[BvNGPo_s3ug,CdX2AJ82X1I,_AFGOfxtRJ0]","[[0],[0],[0]]","[[11],[36],[22]]","[[1768],[2302],[2821]]","[0,0,0]","[30102024,29012026,12082022]","[UCNUsndmoH9CCloc4Y7ACLKA,UCsYwtnYBrMDituD9n8vyKJQ,UCo9yDMRPdiVnJGjCwOOj5GQ]"
1600,Myrtle Beach,[],SC,United States,USA,North America,33.6956461,-78.8900409,0.0,15579,329484123,12.7,0.0,170.0,38.5,41.4,14.0,"[VqoZos6xzPA,NU0xHB8HCfY,CYCNxM_DNrw,FX_XbefA9rI]","[[0],[0],[0],[0]]","[[30],[17],[57],[0]]","[[1816],[2853],[2735],[705]]","[0,0,0,0]","[4062024,20072024,20042024,20022026]","[UChcPPozD-LOPyLt3La41yCA,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UC6c9uig0QWzyTdt6oMgst_Q]"
1608,Lewiston,[],ME,United States,USA,North America,44.1004515,-70.2150294,0.0,36202,329484123,12.7,0.0,170.0,38.5,41.4,40.0,"[KbZQ510ueOk,E_91iwwCJXI]","[[0],[0]]","[[136],[10]]","[[1987],[1351]]","[0,0]","[6112023,20042022]","[UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg]"
1614,Clearwater,[],FL,United States,USA,North America,27.9658533,-82.8001026,0.0,116850,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[DZbZz6eO53M],[[0]],[[37]],[[1850]],[0],[21012023],[UCXy1HN-j8b6B08GwSBq-mpQ]
1619,Pigeon Forge,[],TN,United States,USA,North America,35.7884241,-83.5543329,0.0,6357,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[pcg9PCfl6ik],"[[1,0]]","[[35,226]]","[[225,1275]]",[0],[26112020],[UChv3DmLA2hH-d93bGgqjMLg]
1622,Phoenix,[],AZ,United States,USA,North America,33.4484367,-112.074141,0.0,1608139,329484123,12.7,0.0,170.0,38.5,41.4,0.0,"[ag87kPSi9G0,6K3z9dVg-Lk,ypFo21fTVSQ,-hcIOKkB5Ao,Mij-1rZluvg,cK0bIbXLxxQ,fl40zxBkGC0,AGvpbrmExWk,ssF-LoSVDCM,ry4pp-IcXZQ,YShKpVaaZF8]","[[0],[0],[0],[0],[0],[0],[0],[0],[0,0],[0],[0]]","[[30],[30],[30],[30],[12],[12],[11],[17],[19,18],[17],[84]]","[[2828],[2280],[2112],[2014],[1413],[1963],[841],[2783],[2238,2239],[2104],[2124]]","[0,0,0,0,0,0,0,0,0,0,0]","[22042023,1042023,4032023,4022023,17082021,6082021,9102020,15082025,2082025,25072025,18072025]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw]"
1636,Marysville,[],WA,United States,USA,North America,48.0517429,-122.1768209,0.0,66773,329484123,12.7,0.0,170.0,38.5,41.4,19.05,[SeNikwe5ROQ],[[0]],[[7]],[[1372]],[0],[10102025],[UChv3DmLA2hH-d93bGgqjMLg]
1638,Honolulu,[],HI,United States,USA,North America,21.304547,-157.855676,0.0,371657,329484123,12.7,0.0,170.0,38.5,41.4,39.39,"[XN43636paNs,-4G4GJ5PRdc,L7-7oG8kXYM]","[[1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1]]","[[7709,8723,9264,9739,11783,12434,12883,13342],[7630,7872,9793,10644,11048,11452,12296,12889,13465,14317,14916,16398],[11505,12123,12905,13203,13915]]","[[8595,9157,9628,11681,12170,12755,13237,13645],[7778,9657,10296,10929,11294,11937,12549,13224,14160,14755,16319,17604],[12047,12610,13002,13430,14016]]","[0,0,0]","[2052021,30042021,1052021]","[UCAYQMD5rzl1Y9VlEvuHYRnw,UCAYQMD5rzl1Y9VlEvuHYRnw,UCAYQMD5rzl1Y9VlEvuHYRnw]"
1647,Kailua-Kona,[],HI,United States,USA,North America,19.641941,-155.996933,0.0,11975,329484123,12.7,0.0,170.0,38.5,41.4,0.0,[DNmiB1K7lAw],[[0]],[[7377]],[[7516]],[0],[8012016],[UCABQYNk_IJyOspFbEKqfdTA]
