id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
2410,Nantes,,France,FRA,Europe,47.222366,-1.552505,0.0,318808,67391582,5.1,0.0,172.0,42.4,32.4,82.35,"[h0WD9cxNcoo,hKjX0sXo2zA,OjfRExug0BM,UFz6FQYFUDM]","[[0, 0], [0], [0, 0], [0]]","[[0, 986], [45], [0, 1023], [0]]","[[905, 1251], [200], [948, 1719], [2058]]","[0,0,0,0]","[25072021,9082021,9072023,25102023]","[30,30,30,30]","[UCgk6XhaelDlSGTOaKaFej0Q,UCgk6XhaelDlSGTOaKaFej0Q,UCo_T_rZrY0-bAGgLDVxLwow,UC9_KLpgr22GgJ5msgDlAhQg]"
2411,Le Mans,,France,FRA,Europe,48.0073849,0.1967849,0.0,144515,67391582,5.1,0.0,172.0,42.4,32.4,100.0,[XJwTzi3Ntg8],[[0]],[[34]],[[568]],[0],[26072021],[30],[UCgk6XhaelDlSGTOaKaFej0Q]
2412,Bagneux,,France,FRA,Europe,49.458056,3.279444,0.0,38900,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[XJwTzi3Ntg8],"[[0, 0]]","[[0, 1468]]","[[1311, 3875]]",[0],[26072021],[30],[UCgk6XhaelDlSGTOaKaFej0Q]
2413,Saint-Nazaire,,France,FRA,Europe,47.2733517,-2.2138905,0.0,67054,67391582,5.1,0.0,172.0,42.4,32.4,47.83,"[hKjX0sXo2zA,Ba8QhDEfebE,5zcVnMQpKTk]","[[0], [0], [0, 0]]","[[241], [0], [15, 718]]","[[558], [855], [600, 892]]","[0,0,0]","[9082021,22092024,22072021]","[30,30,30]","[UCgk6XhaelDlSGTOaKaFej0Q,UC155U1r9KwOSXv5PqtFDBog,UCgk6XhaelDlSGTOaKaFej0Q]"
2414,La Baule-Escoublac,,France,FRA,Europe,47.2843726,-2.3951595,0.0,17775,67391582,5.1,0.0,172.0,42.4,32.4,20.69,"[hKjX0sXo2zA,nBlCnuBJYZ8]","[[0], [0, 0]]","[[907], [0, 3753]]","[[1029], [3522, 4057]]","[0,0]","[9082021,18082021]","[30,30]","[UCgk6XhaelDlSGTOaKaFej0Q,UCgk6XhaelDlSGTOaKaFej0Q]"
2415,İzmir,,Türkiye,TUR,Asia,38.421318,27.137594,0.0,2500603,84339067,6.7,97.0,169.0,33.6,41.9,163.2,"[gCo19-oLVJ8,hxauFLFRZs4]","[[0], [0]]","[[4169], [0]]","[[4386], [1129]]","[0,0]","[21012023,20022023]","[30,30]","[UCdF_JRL4Gc0HQsdWBrW7wKw,UCdF_JRL4Gc0HQsdWBrW7wKw]"
2416,Ankara,,Türkiye,TUR,Asia,39.9207759,32.8540497,0.0,3517182,84339067,6.7,97.0,169.0,33.6,41.9,146.19,"[PBUmWT7ViWU,Kc7ksDkmdeA,APHdofnj8oE,Y2uN5rlOrx8]","[[0], [1], [0], [0]]","[[7841], [60], [0], [3197]]","[[8625], [1954], [2528], [3877]]","[0,0,0,0]","[30082020,8082023,28062021,26062024]","[30,30,30,30]","[UCLMQqAoaKBOIQP9Tqnm6njg,UC62XLEy4ZRTL2q8YzOJBDow,UCPe8SE83JoUma_gGV09Vylg,UCo9yDMRPdiVnJGjCwOOj5GQ]"
2417,Konya,,Türkiye,TUR,Asia,37.872734,32.4924376,0.0,1433861,84339067,6.7,97.0,169.0,33.6,41.9,112.07,[L8NgobfFGiA],[[0]],[[0]],[[3339]],[0],[04092021],[30],[UCo9yDMRPdiVnJGjCwOOj5GQ]
2418,Denizli,,Türkiye,TUR,Asia,37.796763,29.091776,0.0,1061371,84339067,6.7,97.0,169.0,33.6,41.9,254.84,[Hy0gRfqNG9M],[[0]],[[0]],[[1555]],[0],[07092021],[30],[UCo9yDMRPdiVnJGjCwOOj5GQ]
2419,Bursa,,Türkiye,TUR,Asia,40.182737,29.067548,0.0,3101833,84339067,6.7,97.0,169.0,33.6,41.9,127.32,[QQfm-fEu8bk],"[[0, 0]]","[[0, 1012]]","[[999, 1136]]",[0],[19102024],[30],[UCuwYFSdY4JtakKUOy16rXSw]
2420,Balıkesir,,Türkiye,TUR,Asia,39.541117,28.010672,0.0,238151,84339067,6.7,97.0,169.0,33.6,41.9,0.0,"[QQfm-fEu8bk,L_vyaY7UJx0]","[[0], [0]]","[[5373], [0]]","[[5690], [1681]]","[0,0]","[19102024,17092021]","[30,30]","[UCuwYFSdY4JtakKUOy16rXSw,UCo9yDMRPdiVnJGjCwOOj5GQ]"
2421,Gaziantep,,Türkiye,TUR,Asia,37.0628317,37.3792617,0.0,2130432,84339067,6.7,97.0,169.0,33.6,41.9,50.39,"[x4W7hylTJO8,HEZKYNgr9SM,FUnwfNRmi4k]","[[0], [0], [0]]","[[0], [0], [11]]","[[358], [396], [648]]","[0,0,0]","[18122020,22032023,17032023]","[30,30,30]","[UCWHM7ByLdJjugpL_IYfvDyg,UCIMrFUEhQqDgX1Be51WGn2g,UCIMrFUEhQqDgX1Be51WGn2g]"
2422,Adana,,Türkiye,TUR,Asia,36.9863599,35.3252861,0.0,1816750,84339067,6.7,97.0,169.0,33.6,41.9,37.14,"[zxvrFZ4Gg_o,brJqR9XXfyY]","[[0], [0]]","[[0], [60]]","[[299], [2267]]","[0,0]","[1102024,5052021]","[30,30]","[UCSMEqAmvwAKQ64Q7cKLvMpw,UCLMQqAoaKBOIQP9Tqnm6njg]"
2423,Osmaniye,,Türkiye,TUR,Asia,37.075998,36.252139,0.0,202837,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[CECNhsgKg6E],[[0]],[[0]],[[150]],[0],[10042017],[30],[UCQeag_DVn4WRmUNPT0_FwhQ]
2424,Gazipaşa,,Türkiye,TUR,Asia,36.2682712,32.3175066,0.0,53702,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[Jd31kss0JuQ],[[0]],[[1652]],[[2529]],[0],[02052021],[30],[UCLMQqAoaKBOIQP9Tqnm6njg]
2425,Anamur,,Türkiye,TUR,Asia,36.080323,32.8312106,0.0,57128,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[Jd31kss0JuQ],[[0]],[[6290]],[[6907]],[0],[02052021],[30],[UCLMQqAoaKBOIQP9Tqnm6njg]
2426,Çeşme,,Türkiye,TUR,Asia,38.3244044,26.3029604,0.0,21316,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[M_yRwQ4kKJA],[[0]],[[60]],[[2135]],[0],[10092021],[30],[UCo9yDMRPdiVnJGjCwOOj5GQ]
2427,Samsun,,Türkiye,TUR,Asia,41.295607,36.331444,0.0,394050,84339067,6.7,97.0,169.0,33.6,41.9,100.79,"[qfjfw4qdT2Q,UZT5VgbHz6c,IcrOwo6tKI4]","[[0], [0], [0]]","[[80], [327], [10]]","[[4597], [2855], [1003]]","[0,0,0]","[19082021,18082021,4052023]","[30,30,30]","[UCLMQqAoaKBOIQP9Tqnm6njg,UCLMQqAoaKBOIQP9Tqnm6njg,UCdF_JRL4Gc0HQsdWBrW7wKw]"
2428,Trabzon,,Türkiye,TUR,Asia,41.0054605,39.7301463,0.0,244083,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[uNGrZLkhcVg],[[0]],[[80]],[[3319]],[0],[24082021],[30],[UCLMQqAoaKBOIQP9Tqnm6njg]
2429,Afyonkarahisar,,Türkiye,TUR,Asia,38.67948,30.64808,0.0,251799,84339067,6.7,97.0,169.0,33.6,41.9,0.0,[tzNiT-cIvlo],[[0]],[[40]],[[2315]],[0],[23092021],[30],[UCo9yDMRPdiVnJGjCwOOj5GQ]
2352,Siglufjörður,,Iceland,ISL,Europe,66.1504928,-18.9096279,0.0,1190.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,"[ouhfBiGCURo,uWX_s7YcdrQ]","[[0],[0,0]]","[[15],[73,529]]","[[648],[472,663]]","[0,0]","[22062016,21052021]","[30,30]","[UClRZ0xUU1VMxYbq9BKR5OrQ,UC3m5dYuCavwisbcfZ8rtQ6w]"
2353,Ólafsfjörður,,Iceland,ISL,Europe,66.071806,-18.6474965,0.0,785.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,[ouhfBiGCURo],[[0]],[[1664]],[[1845]],[0],[22062016],[30],[UClRZ0xUU1VMxYbq9BKR5OrQ]
2354,Dalvík,,Iceland,ISL,Europe,65.9710942,-18.5304388,0.0,1359.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,"[iFNA_aM7pP0,LREH__WFtj8]","[[0],[0]]","[[89],[907]]","[[205],[1253]]","[0,0]","[7072016,29062016]","[30,30]","[UClRZ0xUU1VMxYbq9BKR5OrQ,UClRZ0xUU1VMxYbq9BKR5OrQ]"
2355,Vapa,,Serbia,SRB,Europe,43.8570325,20.4371418,0.0,695.0,6908224,7.5,99.0,175.0,43.7,36.2,0.0,[K8mOZveSY4Y],[[0]],[[1120]],[[1394]],[0],[14112020],[30],[UCMFFVb55EK139n77UtuqVXg]
2356,Húsavík,,Iceland,ISL,Europe,66.0433168,-17.3410402,0.0,2228.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,[rIKXhMDRUs0],[[0]],[[163]],[[1546]],[0],[28042021],[30],[UCg5kvmPpts0JNwJ70zpdtQw]
2357,Kópasker,,Iceland,ISL,Europe,66.3064035,-16.4679274,0.0,122.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,[eKJftE_4_ng],[[0]],[[8]],[[499]],[0],[06052021],[30],[UCg5kvmPpts0JNwJ70zpdtQw]
2358,Grindavík,,Iceland,ISL,Europe,63.844239,-22.4317498,0.0,2856.0,366425,2.0,0.0,176.0,37.8,0.0,0.0,"[FlVACgdvv_g,vLsBiC6BF7U]","[[0,0],[0]]","[[1209,1389],[750]]","[[1304,1460],[935]]","[0,0]","[19082023,27072020]","[30,30]","[UC7WZPC7mRWexLM24G3Y3ytg,UCboGIOsawFrL6BAdYHC4nDQ]"
2359,Hveragerði,,Iceland,ISL,Europe,63.9975943,-21.1868303,0.0,2288.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,[toThhoi3VZQ],[[0]],[[2528]],[[2745]],[1],[16102021],[30],[UCAUIQDxGDyte_uY5ZB5XwgQ]
2360,Selfoss,,Iceland,ISL,Europe,63.9368093,-21.0035319,0.0,9000.0,366425,2.0,0.0,176.0,37.8,26.1,15.69,[toThhoi3VZQ],"[[0,0]]","[[3175,3468]]","[[3409,3683]]",[1],[16102021],[30],[UCAUIQDxGDyte_uY5ZB5XwgQ]
2361,Laugarvatn,,Iceland,ISL,Europe,64.217579,-20.733266,0.0,200.0,366425,2.0,0.0,176.0,37.8,26.1,0.0,[toThhoi3VZQ],[[0]],[[5613]],[[5733]],[1],[16102021],[30],[UCAUIQDxGDyte_uY5ZB5XwgQ]
2362,Esprels,,France,FRA,Europe,47.5354281,6.3736052,0.0,698.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[6]],[[200]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2363,Secenans,,France,FRA,Europe,47.5529964,6.5746668,0.0,136.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[977]],[[1036]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2364,Crevans,,France,FRA,Europe,47.5519817,6.5837961,0.0,242.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[1037]],[[1100]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2365,Saulnot,,France,FRA,Europe,47.5618443,6.6305707,0.0,692.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[1259]],[[1350]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2366,Champey,,France,FRA,Europe,47.5845933,6.6803801,0.0,735.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[1554]],[[1709]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2367,Chagey,,France,FRA,Europe,47.6123874,6.7324904,0.0,679.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[1981]],[[2132]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2368,Châlonvillars,,France,FRA,Europe,47.6423667,6.7901805,0.0,1195.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[2408]],[[2606]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2369,Essert,,France,FRA,Europe,47.6323621,6.8176239,0.0,2891.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[SmYy2LFmmdU],[[0]],[[2607]],[[2797]],[0],[30102023],[30],[UCKPKkECp7Ad_GjQ8MFm1nXg]
2370,Beaune,,France,FRA,Europe,47.0239064,4.8380426,0.0,24162.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[wzEmVmoDkHI],"[[0,0]]","[[210,597]]","[[564,761]]",[0],[13082023],[30],[UCybykuc_xad-k0LMP6cY50g]
2371,Nuits-Saint-Georges,,France,FRA,Europe,47.1367598,4.9489061,0.0,5300.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[aId3XS4AhcQ],[[0]],[[304]],[[581]],[0],[12082023],[30],[UCybykuc_xad-k0LMP6cY50g]
2372,Comblanchien,,France,FRA,Europe,47.10081,4.92122,0.0,655.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[aId3XS4AhcQ],[[0]],[[10]],[[204]],[0],[12082023],[30],[UCybykuc_xad-k0LMP6cY50g]
2373,Saint-Apollinaire,,France,FRA,Europe,47.3340704,5.0821629,0.0,5211.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[aId3XS4AhcQ],[[0]],[[837]],[[1018]],[0],[12082023],[30],[UCybykuc_xad-k0LMP6cY50g]
2374,Roquebrune-Cap-Martin,,France,FRA,Europe,43.7641047,7.4565697,0.0,11834.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[IILuJo-AiYE],[[0]],[[769]],[[1728]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2375,Menton,,France,FRA,Europe,43.7753495,7.5029213,0.0,29649.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[IILuJo-AiYE],[[0]],[[1729]],[[3732]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2376,Montegrosso Pian Latte,,Italy,ITA,Europe,44.0668887,7.817209,0.0,140.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[IILuJo-AiYE],[[0]],[[4028]],[[4304]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2377,Ventimiglia,,Italy,ITA,Europe,43.7917623,7.6033131,0.0,24120.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[IILuJo-AiYE],[[0]],[[4403]],[[5011]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2378,Bordighera,,Italy,ITA,Europe,43.7850512,7.6591094,0.0,10667.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[IILuJo-AiYE],[[0]],[[5240]],[[5751]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2379,Ospedaletti,,Italy,ITA,Europe,43.8020802,7.7181662,0.0,2760.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[IILuJo-AiYE],[[0]],[[5939]],[[6410]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2380,Sanremo,,Italy,ITA,Europe,43.8198253,7.7748827,0.0,47043.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[IILuJo-AiYE],[[0]],[[6411]],[[7074]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2381,Séez,,France,FRA,Europe,48.603378,0.1734544,0.0,2139.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[BCl_GWsDRpA],[[0]],[[52]],[[522]],[0],[06042025],[30],[UC12FUHVhwpC5lMYsMPMbmyg]
2382,La Thuile,,Italy,ITA,Europe,45.7162875,6.9486119,0.0,762.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[BCl_GWsDRpA],[[0]],[[3649]],[[3828]],[0],[06042025],[30],[UC12FUHVhwpC5lMYsMPMbmyg]
2383,Courmayeur,,Italy,ITA,Europe,45.7874248,6.9730618,0.0,2794.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[BCl_GWsDRpA],[[0]],[[4979]],[[5305]],[0],[06042025],[30],[UC12FUHVhwpC5lMYsMPMbmyg]
2384,Vic-le-Comte,,France,FRA,Europe,45.6433495,3.2433311,0.0,4590.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[iPGyDh9ykIY],[[0]],[[0]],[[84]],[0],[07102019],[30],[UCjEIqRY_k_K63tlRhaOl2eA]
2385,Saint-Babel,,France,FRA,Europe,45.5973684,3.3003116,0.0,836.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[iPGyDh9ykIY],[[0]],[[455]],[[600]],[0],[07102019],[30],[UCjEIqRY_k_K63tlRhaOl2eA]
2386,Sauxillanges,,France,FRA,Europe,45.5519544,3.3721049,0.0,1116.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[iPGyDh9ykIY],[[0]],[[1077]],[[1202]],[0],[07102019],[30],[UCjEIqRY_k_K63tlRhaOl2eA]
2380,Sanremo,,Italy,ITA,Europe,43.8198253,7.7748827,0.0,47043.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[IILuJo-AiYE],[[0]],[[6411]],[[7074]],[0],[11122024],[30],[UCcwGwvM5iPB9IvtTnMTVcEg]
2381,Séez,,France,FRA,Europe,48.603378,0.1734544,0.0,2139.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[BCl_GWsDRpA],[[0]],[[52]],[[522]],[0],[06042025],[30],[UC12FUHVhwpC5lMYsMPMbmyg]
2382,La Thuile,,Italy,ITA,Europe,45.7162875,6.9486119,0.0,762.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[BCl_GWsDRpA],[[0]],[[3649]],[[3828]],[0],[06042025],[30],[UC12FUHVhwpC5lMYsMPMbmyg]
2383,Courmayeur,,Italy,ITA,Europe,45.7874248,6.9730618,0.0,2794.0,59554023,5.3,99.0,168.0,48.1,35.9,0.0,[BCl_GWsDRpA],[[0]],[[4979]],[[5305]],[0],[06042025],[30],[UC12FUHVhwpC5lMYsMPMbmyg]
2384,Vic-le-Comte,,France,FRA,Europe,45.6433495,3.2433311,0.0,4590.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[iPGyDh9ykIY],[[0]],[[0]],[[84]],[0],[07102019],[30],[UCjEIqRY_k_K63tlRhaOl2eA]
2385,Saint-Babel,,France,FRA,Europe,45.5973684,3.3003116,0.0,836.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[iPGyDh9ykIY],[[0]],[[455]],[[600]],[0],[07102019],[30],[UCjEIqRY_k_K63tlRhaOl2eA]
2386,Sauxillanges,,France,FRA,Europe,45.5519544,3.3721049,0.0,1116.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[iPGyDh9ykIY],[[0]],[[1077]],[[1202]],[0],[07102019],[30],[UCjEIqRY_k_K63tlRhaOl2eA]
2387,Lausanne,,Switzerland,CHE,Europe,46.5218269,6.6327025,0.0,139111.0,8654622,2.2,0.0,172.0,44.0,33.1,107.09,"[9DnPpfkuye8,6Vq5nFz1GqM,m9gziiUfY7U,sZ6SfzGtmJw,tPpt_f_KR5o,5xtDW2O7MbE]","[[0],[0],[0],[0],[0,0],[0]]","[[34],[48],[0],[8],[0,1332],[0]]","[[1634],[848],[3072],[671],[1271,2198],[175]]","[0,0,0,0,0,0]","[14102022,15112021,9112021,16082020,9052023,2082022]","[30,30,30,30,30,30]","[UCOwLcdeMxb5atlacD-B0sWQ,UCOwLcdeMxb5atlacD-B0sWQ,UCByMkXW0lK9LelnKe8hODhg,UC_NIn-5xAeAJhT-I84v-QLw,UCByMkXW0lK9LelnKe8hODhg,UCPSTneH32zcsfrcFFVts9OQ]"
2388,Saint-Prex,,Switzerland,CHE,Europe,46.4809059,6.4586004,0.0,4461.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[925]],[[1329]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2389,Rolle,,Switzerland,CHE,Europe,46.4601563,6.3380469,0.0,4425.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[1580]],[[1903]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2390,Allaman,,Switzerland,CHE,Europe,46.4707776,6.396174,0.0,451.0,8654622,2.2,0.0,172.0,44.0,33.1,25.93,[6Vq5nFz1GqM],[[0]],[[1389]],[[1579]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2391,Gland,,Switzerland,CHE,Europe,46.4239425,6.2655115,0.0,10641.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[2081]],[[2265]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2392,Gouda,,Netherlands,NLD,Europe,52.0181194,4.7111221,0.0,71952.0,16655799,4.0,0.0,177.0,42.2,28.1,24.24,[7lqHVXzkX1U],[[0]],[[2548]],[[2617]],[0],[16022024],[30],[UCv82azuWXLXq4vHm30gYO6g]
2393,Rijswijk,,Netherlands,NLD,Europe,52.0373934,4.3225028,0.0,47299.0,16655799,4.0,0.0,177.0,42.2,28.1,23.33,"[bE1I6GiUW5U,e9OblQ3thQw]","[[0],[0,0]]","[[5],[5,1236]]","[[507],[505,1374]]","[0,0]","[16012025,12012025]","[30,30]","[UCSXSCzMyK5RZ9j1HbO9Fubg,UCSXSCzMyK5RZ9j1HbO9Fubg]"
2394,Den Hoorn,,Netherlands,NLD,Europe,53.025316,4.7527063,0.0,0.0,16655799,4.0,0.0,177.0,42.2,28.1,0.0,[e9OblQ3thQw],[[0]],[[2066]],[[2397]],[0],[12012025],[30],[UCSXSCzMyK5RZ9j1HbO9Fubg]
2395,Nunspeet,,Netherlands,NLD,Europe,52.3372909,5.7956364,0.0,19496.0,16655799,4.0,0.0,177.0,42.2,28.1,0.0,[-8XUr7yd-Xk],[[0]],[[5]],[[328]],[0],[06122023],[30],[UCv82azuWXLXq4vHm30gYO6g]
2396,Bleiswijk,,Netherlands,NLD,Europe,52.0109579,4.5310837,0.0,10549.0,16655799,4.0,0.0,177.0,42.2,28.1,26.87,[GSOMY9jAcPU],[[1]],[[5]],[[252]],[0],[14022022],[30],[UCv82azuWXLXq4vHm30gYO6g]
2397,Scheveningen,,Netherlands,NLD,Europe,52.1067449,4.2736937,0.0,23000.0,16655799,4.0,0.0,177.0,42.2,28.1,48.48,"[UylyraKdDtU,Shp9_cJA-Zw,25gaPMaqJhw]","[[0],[0],[0]]","[[0],[0],[0]]","[[1599],[1396],[1143]]","[0,0,0]","[24012025,16122024,28012025]","[30,30,30]","[UCSXSCzMyK5RZ9j1HbO9Fubg,UCSXSCzMyK5RZ9j1HbO9Fubg,UCSXSCzMyK5RZ9j1HbO9Fubg]"
2398,Kinderdijk,,Netherlands,NLD,Europe,51.8886955,4.6356972,0.0,867.0,16655799,4.0,0.0,177.0,42.2,28.1,0.0,[i7QR8hZBpmA],[[0]],[[1415]],[[1845]],[0],[30092023],[30],[UCzI1yDVTGGE3_75EOzTNKbA]
2399,Vogelbuurt,,Netherlands,NLD,Europe,52.3868908,4.9193351,0.0,0.0,16655799,4.0,0.0,177.0,42.2,28.1,0.0,[25gaPMaqJhw],[[0]],[[1240]],[[1795]],[0],[28012025],[30],[UCSXSCzMyK5RZ9j1HbO9Fubg]
2400,Prangins,,Switzerland,CHE,Europe,46.3947976,6.2487871,0.0,3172.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[2330]],[[2420]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2401,Nyon,,Switzerland,CHE,Europe,46.3820585,6.2402791,0.0,16797.0,8654622,2.2,0.0,172.0,44.0,33.1,20.83,[6Vq5nFz1GqM],[[0]],[[2421]],[[2817]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2402,Eysins,,Switzerland,CHE,Europe,46.3807218,6.2042596,0.0,1735.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[2818]],[[3040]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2403,Crassier,,Switzerland,CHE,Europe,46.374331,6.164548,0.0,769.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[3041]],[[3152]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2404,Bogis-Bossey,,Switzerland,CHE,Europe,46.3515732,6.1648147,0.0,700.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[3190]],[[3303]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2405,Chavannes-de-Bogis,,Switzerland,CHE,Europe,46.3446425,6.1625796,0.0,1366.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[3304]],[[3440]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2406,Commugny,,Switzerland,CHE,Europe,46.3182308,6.1757684,0.0,2874.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[3512]],[[3602]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2407,Tannay,,Switzerland,CHE,Europe,46.3089604,6.1757001,0.0,1124.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[3603]],[[3658]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2408,Mies,,Switzerland,CHE,Europe,46.3060321,6.1723029,0.0,2078.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[6Vq5nFz1GqM],[[0]],[[3659]],[[3821]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2409,Versoix,,Switzerland,CHE,Europe,46.2773064,6.168962,0.0,11467.0,8654622,2.2,0.0,172.0,44.0,33.1,20.59,[6Vq5nFz1GqM],[[0]],[[3822]],[[4154]],[0],[15112021],[30],[UCOwLcdeMxb5atlacD-B0sWQ]
2410,Villette,,Switzerland,CHE,Europe,46.4944793,6.7094638,0.0,0.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[sZ6SfzGtmJw],[[0]],[[672]],[[960]],[0],[16082020],[30],[UC_NIn-5xAeAJhT-I84v-QLw]
2411,Rivaz,,Switzerland,CHE,Europe,46.4762772,6.7786403,0.0,342.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[sZ6SfzGtmJw],[[0]],[[1236]],[[1307]],[0],[16082020],[30],[UC_NIn-5xAeAJhT-I84v-QLw]
2412,Saint-Saphorin,,Switzerland,CHE,Europe,46.4731819,6.7959554,0.0,0.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[sZ6SfzGtmJw],[[0]],[[1308]],[[1378]],[0],[16082020],[30],[UC_NIn-5xAeAJhT-I84v-QLw]
